01/12/2016,0,0.01,0.07,0.1,0.04,0.02,0.15,0.2,0.02,0,0.16,0.14
02/12/2016,0,0.01,0.07,0.1,0.04,0.02,0.15,0.2,0.02,0,0.17,0.14
03/12/2016,0,0,0,0,0,0,0,0,0,0,0,0
04/12/2016,0,0,0.01,0,0,0,0,0,0,0,0,0
05/12/2016,0.06,0.09,0.13,0.16,0.17,0.19,0.18,0.2,0.17,0.19,0.2,0.15
06/12/2016,2.75,2.57,2.34,2.44,2.35,2.42,3.11,3.21,2.44,2.52,3.52,2.69
07/12/2016,1.07,1.01,0.56,0.41,0.24,0.18,0.52,0.4,0.2,0.07,0.64,0.49
08/12/2016,1.32,1.18,0.95,0.97,1.3,1.47,0.95,0.81,1.47,1.67,1.1,0.79
09/12/2016,1.8,1.36,1.07,0.78,0.3,0.16,1.02,1,0.09,0.01,1.05,0.72
10/12/2016,0.49,0.37,0.21,0.07,0.04,0.04,0.08,0,0,0,0.07,0.01
11/12/2016,0.01,0.02,0.07,0.09,0.03,0.01,0.16,0.2,0.02,0,0.17,0.14
12/12/2016,2.66,2.22,1.45,1.25,0.95,0.89,1.81,1.8,0.93,0.78,2.07,1.6
13/12/2016,14.05,11.72,9.15,7.53,7.19,7.48,9.18,8.05,7.41,7.31,10.59,7.79
14/12/2016,0.06,0.08,0.12,0.14,0.07,0.06,0.18,0.2,0.05,0.01,0.21,0.17
15/12/2016,12.5,11.19,11.54,12.58,14.41,15.84,14.8,14.67,15.93,17.05,17.2,13.26
16/12/2016,0.02,0.04,0.06,0.04,0.02,0.01,0.02,0,0,0,0.02,0
17/12/2016,0.06,0.08,0.11,0.12,0.04,0.02,0.17,0.2,0.02,0,0.18,0.14
18/12/2016,0,0.01,0.06,0.09,0.04,0.03,0.15,0.2,0.02,0,0.17,0.14
19/12/2016,0,0,0.02,0.02,0.01,0.01,0.01,0,0,0,0.01,0
20/12/2016,17.85,16.47,14.8,13.71,13.03,13.67,16.7,15.87,13.12,13.12,19.17,14.41
21/12/2016,1.74,1.61,1.46,1.28,1.37,1.45,1.27,1.01,1.4,1.51,1.46,1.01
22/12/2016,7.16,6.22,4.64,4.1,3.91,4.1,5.13,4.82,3.99,4.01,5.84,4.34
23/12/2016,17.8,16.03,13.04,11.45,12.06,13.04,12.97,11.28,12.58,13.08,14.99,10.94
24/12/2016,7.09,6.27,5.55,5.13,4.49,4.51,6.52,6.42,4.45,4.35,7.4,5.6
25/12/2016,8.29,7.58,6.6,5.94,5.44,5.55,7.37,7.03,5.5,5.47,8.41,6.29
26/12/2016,0.85,0.71,0.42,0.18,0.09,0.07,0.15,0,0.02,0.01,0.15,0.04
27/12/2016,0,0.01,0.05,0.08,0.03,0.01,0.15,0.2,0.02,0,0.16,0.14
28/12/2016,0.02,0.04,0.06,0.03,0.01,0.01,0.02,0,0,0,0.01,0
29/12/2016,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0
30/12/2016,0,0,0.01,0,0,0,0,0,0,0,0,0
31/12/2016,8.92,7.81,6.53,5.82,6.39,6.94,6.41,5.45,6.78,7.13,7.48,5.43
